protein_length,abundance,missingness,miscleavage_rate,var_subject,var_site,n_proteins,method,rmse_mean,rmse_se,n
100,100,0.5,0.25,9.0,9.0,5,rollup/sum,2.672568944836324,0.41704198708259566,5
100,100,0.5,0.25,9.0,9.0,5,rrollup/mean,1.822439328986686,0.1859424935768199,5
100,100,0.5,0.25,9.0,9.0,5,rrollup/median,1.8276683339858437,0.1884833820592187,5
100,100,0.5,0.25,9.0,9.0,5,rrollup/sum,2.8789068076634257,0.5061298957219215,5
100,100,0.5,0.25,9.0,9.0,5,zrollup/mean,1.594049282546734,0.12309091034839272,5
100,100,0.5,0.25,9.0,9.0,5,zrollup/median,1.5951386241025545,0.12326841041846089,5
100,100,0.5,0.25,9.0,9.0,5,zrollup/sum,1.5766228222300405,0.10729829215360982,5
100,100,0.5,0.25,9.0,9.0,10,rollup/mean,1.4945686913955816,0.1622354479266838,5
100,100,0.5,0.25,9.0,9.0,10,rollup/median,1.5120557985832133,0.17602019023681162,5
100,100,0.5,0.25,9.0,9.0,10,rollup/sum,2.16795567926183,0.25739557735904994,5
100,100,0.5,0.25,9.0,9.0,10,rrollup/mean,1.4936307682437568,0.17230369390041098,5
100,100,0.5,0.25,9.0,9.0,10,rrollup/median,1.507360800241564,0.1686568869281601,5
100,100,0.5,0.25,9.0,9.0,10,rrollup/sum,2.41027718298932,0.34941063613264417,5
100,100,0.5,0.25,9.0,9.0,10,zrollup/mean,1.4801416586314147,0.10178996915748519,5
100,100,0.5,0.25,9.0,9.0,10,zrollup/median,1.4801379867708384,0.10242671151396426,5
100,100,0.5,0.25,9.0,9.0,10,zrollup/sum,1.5578756055605119,0.10408461633269886,5
100,100,0.5,0.5,0.0,0.0,5,rollup/mean,0.9123395305695075,0.16176559196246593,5
100,100,0.5,0.5,0.0,0.0,5,rollup/median,0.9185777938667175,0.16115958433719035,5
100,100,0.5,0.5,0.0,0.0,5,rollup/sum,1.5552321386201768,0.14465386129666705,5
100,100,0.5,0.5,0.0,0.0,5,rrollup/mean,0.9631320866482325,0.15180279934254828,5
100,100,0.5,0.5,0.0,0.0,5,rrollup/median,0.9778616809810975,0.1516668418089813,5
100,100,0.5,0.5,0.0,0.0,5,rrollup/sum,1.6516958170547853,0.19313879268910056,5
100,100,0.5,0.5,0.0,0.0,5,zrollup/mean,1.2612090925580959,0.12005429546116812,5
100,100,0.5,0.5,0.0,0.0,5,zrollup/median,1.26648315213505,0.11936549479676735,5
100,100,0.5,0.5,0.0,0.0,5,zrollup/sum,1.1813692382922487,0.05282554276343303,5
100,100,0.5,0.5,0.0,0.0,10,rollup/mean,0.7783146827882107,0.07924875290324615,5
100,100,0.5,0.5,0.0,0.0,10,rollup/median,0.7835685795780916,0.07632936725430046,5
100,100,0.5,0.5,0.0,0.0,10,rollup/sum,1.4979485918290252,0.06988593795867958,5
100,100,0.5,0.5,0.0,0.0,10,rrollup/mean,0.8284721605170635,0.09424499258866985,5
100,100,0.5,0.5,0.0,0.0,10,rrollup/median,0.8363831774354635,0.09756260003825774,5
100,100,0.5,0.5,0.0,0.0,10,rrollup/sum,1.458035823691422,0.07456063330178055,5
100,100,0.5,0.5,0.0,0.0,10,zrollup/mean,1.1863304650230102,0.05803951881338934,5
100,100,0.5,0.5,0.0,0.0,10,zrollup/median,1.1946992669597494,0.05274951045070714,5
100,100,0.5,0.5,0.0,0.0,10,zrollup/sum,1.2837707918187937,0.1005448887411364,5
100,100,0.5,0.5,0.0,1.0,5,rollup/mean,0.9789845109891011,0.11851783037704051,5
100,100,0.5,0.5,0.0,1.0,5,rollup/median,0.9847820787005744,0.12027209569550563,5
100,100,0.5,0.5,0.0,1.0,5,rollup/sum,2.318754724804461,0.3451439693349045,5
100,100,0.5,0.5,0.0,1.0,5,rrollup/mean,0.9379459579435576,0.12118772831516342,5
100,100,0.5,0.5,0.0,1.0,5,rrollup/median,0.95063396879594,0.12707098310653717,5
100,100,0.5,0.5,0.0,1.0,5,rrollup/sum,2.326439010638272,0.3751136168398358,5
100,100,0.5,0.5,0.0,1.0,5,zrollup/mean,1.255245283849086,0.04951811634679506,5
100,100,0.5,0.5,0.0,1.0,5,zrollup/median,1.2653336638116988,0.05118850333255856,5
100,100,0.5,0.5,0.0,1.0,5,zrollup/sum,1.4235015806401545,0.14038505071884358,5
100,100,0.5,0.5,0.0,1.0,10,rollup/mean,1.0736458358562397,0.07225698968741726,5
100,100,0.5,0.5,0.0,1.0,10,rollup/median,1.0804801076754507,0.07327566766880961,5
100,100,0.5,0.5,0.0,1.0,10,rollup/sum,2.016186170699792,0.1366761155698798,5
100,100,0.5,0.5,0.0,1.0,10,rrollup/mean,1.0841516457981313,0.06828597857438047,5
100,100,0.5,0.5,0.0,1.0,10,rrollup/median,1.092952357300704,0.07047044240356223,5
100,100,0.5,0.5,0.0,1.0,10,rrollup/sum,2.1693174290479784,0.18703886901237474,5
100,100,0.5,0.5,0.0,1.0,10,zrollup/mean,1.3616549883401978,0.06554045784826035,5
100,100,0.5,0.5,0.0,1.0,10,zrollup/median,1.3663615472449295,0.06386732713707742,5
100,100,0.5,0.5,0.0,1.0,10,zrollup/sum,1.254013729307525,0.025195860207466027,5
100,100,0.5,0.5,0.0,9.0,5,rollup/mean,0.8121236518010215,0.13467786588328115,5
100,100,0.5,0.5,0.0,9.0,5,rollup/median,0.8061735519207491,0.1324500073001506,5
100,100,0.5,0.5,0.0,9.0,5,rollup/sum,2.938493400961499,0.37435025289966223,5
100,100,0.5,0.5,0.0,9.0,5,rrollup/mean,0.7787333643606299,0.12604263368753815,5
100,100,0.5,0.5,0.0,9.0,5,rrollup/median,0.7730799105184295,0.12347964940822698,5
100,100,0.5,0.5,0.0,9.0,5,rrollup/sum,3.0532747998146075,0.4078898893926974,5
100,100,0.5,0.5,0.0,9.0,5,zrollup/mean,1.2714753294933632,0.08772493141092523,5
100,100,0.5,0.5,0.0,9.0,5,zrollup/median,1.266696932746744,0.08762206777296266,5
100,100,0.5,0.5,0.0,9.0,5,zrollup/sum,1.2550958488325368,0.1901289579409929,5
100,100,0.5,0.5,0.0,9.0,10,rollup/mean,1.0227708742166834,0.16775609554595108,5
100,100,0.5,0.5,0.0,9.0,10,rollup/median,1.016988179017776,0.16433279962847175,5
100,100,0.5,0.5,0.0,9.0,10,rollup/sum,2.448596920936712,0.36199017236264697,5
100,100,0.5,0.5,0.0,9.0,10,rrollup/mean,1.0262438069070325,0.1672648913068625,5
100,100,0.5,0.5,0.0,9.0,10,rrollup/median,1.0693024029019713,0.19501044461718295,5
100,100,0.5,0.5,0.0,9.0,10,rrollup/sum,2.733202167412472,0.453914168985478,5
100,100,0.5,0.5,0.0,9.0,10,zrollup/mean,1.3357282446706762,0.07166245594146002,5
100,100,0.5,0.5,0.0,9.0,10,zrollup/median,1.354362798345256,0.07176417960158298,5
100,100,0.5,0.5,0.0,9.0,10,zrollup/sum,1.2890010077803664,0.07561091253250331,5
100,100,0.5,0.5,1.0,0.0,5,rollup/mean,1.2466426945756772,0.16773953720754797,5
100,100,0.5,0.5,1.0,0.0,5,rollup/median,1.2515067404950133,0.16950518341062903,5
100,100,0.5,0.5,1.0,0.0,5,rollup/sum,1.632687968998929,0.10118781464753963,5
100,100,0.5,0.5,1.0,0.0,5,rrollup/mean,1.2655934916169507,0.17523390125891483,5
100,100,0.5,0.5,1.0,0.0,5,rrollup/median,1.271680432310959,0.17902405864441054,5
100,100,0.5,0.5,1.0,0.0,5,rrollup/sum,1.6633699436589242,0.11705952986486451,5
100,100,0.5,0.5,1.0,0.0,5,zrollup/mean,1.3495834790166328,0.13901719261793097,5
100,100,0.5,0.5,1.0,0.0,5,zrollup/median,1.3500692256604885,0.13922166050654458,5
100,100,0.5,0.5,1.0,0.0,5,zrollup/sum,1.2721830096845617,0.1288053307848416,5
100,100,0.5,0.5,1.0,0.0,10,rollup/mean,1.0014147147964718,0.13713709120853015,5
100,100,0.5,0.5,1.0,0.0,10,rollup/median,1.0008357903214624,0.13683786743418241,5
100,100,0.5,0.5,1.0,0.0,10,rollup/sum,1.5072522617517823,0.12935547263684224,5
100,100,0.5,0.5,1.0,0.0,10,rrollup/mean,1.021810840317315,0.13591231711220997,5
100,100,0.5,0.5,1.0,0.0,10,rrollup/median,1.0187588234663338,0.13649876970375824,5
100,100,0.5,0.5,1.0,0.0,10,rrollup/sum,1.5233926338073993,0.14218305512211032,5
100,100,0.5,0.5,1.0,0.0,10,zrollup/mean,1.0630867926109409,0.08791466667395216,5
100,100,0.5,0.5,1.0,0.0,10,zrollup/median,1.0604537488737713,0.08762764715139953,5
100,100,0.5,0.5,1.0,0.0,10,zrollup/sum,1.1834833999277552,0.13037973053701546,5
100,100,0.5,0.5,1.0,1.0,5,rollup/mean,0.9745958350596713,0.11328786224292998,5
100,100,0.5,0.5,1.0,1.0,5,rollup/median,0.9882458534477564,0.11465547420388002,5
100,100,0.5,0.5,1.0,1.0,5,rollup/sum,1.8913659532852738,0.336838506271107,5
100,100,0.5,0.5,1.0,1.0,5,rrollup/mean,1.0073438040032803,0.110075297059457,5
100,100,0.5,0.5,1.0,1.0,5,rrollup/median,1.027954804382889,0.1154599099803825,5
100,100,0.5,0.5,1.0,1.0,5,rrollup/sum,1.9459058331373136,0.4045567047857983,5
100,100,0.5,0.5,1.0,1.0,5,zrollup/mean,1.1405086180723518,0.14275827884148043,5
100,100,0.5,0.5,1.0,1.0,5,zrollup/median,1.1420471900956528,0.14415400474061293,5
100,100,0.5,0.5,1.0,1.0,5,zrollup/sum,1.2696665305770216,0.10582045394481202,5
100,100,0.5,0.5,1.0,1.0,10,rollup/mean,1.3246162736364648,0.14406199579697154,5
100,100,0.5,0.5,1.0,1.0,10,rollup/median,1.317512266290862,0.14551513630539517,5
100,100,0.5,0.5,1.0,1.0,10,rollup/sum,2.0535582110545745,0.04614916286485745,5
100,100,0.5,0.5,1.0,1.0,10,rrollup/mean,1.33987255440869,0.14311487989586336,5
100,100,0.5,0.5,1.0,1.0,10,rrollup/median,1.354307678378166,0.1509011601708137,5
100,100,0.5,0.5,1.0,1.0,10,rrollup/sum,2.137998247944578,0.06655568427804827,5
100,100,0.5,0.5,1.0,1.0,10,zrollup/mean,1.3670927998870976,0.13713840659937204,5
100,100,0.5,0.5,1.0,1.0,10,zrollup/median,1.3686196127937926,0.1379222049820686,5
100,100,0.5,0.5,1.0,1.0,10,zrollup/sum,1.5242430602689052,0.10644136186986371,5
100,100,0.5,0.5,1.0,9.0,5,rollup/mean,1.2391046150930007,0.0765358823226537,5
100,100,0.5,0.5,1.0,9.0,5,rollup/median,1.2438180658682152,0.07719700370588226,5
100,100,0.5,0.5,1.0,9.0,5,rollup/sum,2.622290524173838,0.3103133568696902,5
100,100,0.5,0.5,1.0,9.0,5,rrollup/mean,1.2474949779363558,0.08249520826238654,5
100,100,0.5,0.5,1.0,9.0,5,rrollup/median,1.246622235497601,0.08218637059276833,5
100,100,0.5,0.5,1.0,9.0,5,rrollup/sum,2.706569947013467,0.31236093998854164,5
100,100,0.5,0.5,1.0,9.0,5,zrollup/mean,1.1252366050317884,0.10149989956606198,5
100,100,0.5,0.5,1.0,9.0,5,zrollup/median,1.128767840633892,0.10490296217121808,5
100,100,0.5,0.5,1.0,9.0,5,zrollup/sum,1.1584072193287032,0.11488149097805371,5
100,100,0.5,0.5,1.0,9.0,10,rollup/mean,1.0138756363811852,0.050348094831353545,5
100,100,0.5,0.5,1.0,9.0,10,rollup/median,1.0211651328339844,0.046976730636473715,5
100,100,0.5,0.5,1.0,9.0,10,rollup/sum,2.530632355907295,0.32030599844723245,5
100,100,0.5,0.5,1.0,9.0,10,rrollup/mean,0.9846520152015554,0.04876019049815589,5
100,100,0.5,0.5,1.0,9.0,10,rrollup/median,0.98567144601665,0.04794854714608535,5
100,100,0.5,0.5,1.0,9.0,10,rrollup/sum,2.6258184723906766,0.3478838023721162,5
100,100,0.5,0.5,1.0,9.0,10,zrollup/mean,1.1126058646330113,0.06819022417963896,5
100,100,0.5,0.5,1.0,9.0,10,zrollup/median,1.1121447137254719,0.06809153863806587,5
100,100,0.5,0.5,1.0,9.0,10,zrollup/sum,1.2635899329216522,0.13569563539164542,5
100,100,0.5,0.5,9.0,0.0,5,rollup/mean,1.858524316639674,0.1354017983653052,5
100,100,0.5,0.5,9.0,0.0,5,rollup/median,1.860574682613331,0.1357345574224902,5
100,100,0.5,0.5,9.0,0.0,5,rollup/sum,2.324629905302095,0.2475441105084134,5
100,100,0.5,0.5,9.0,0.0,5,rrollup/mean,1.9400068072464614,0.1351173939997723,5
100,100,0.5,0.5,9.0,0.0,5,rrollup/median,1.9476837334668335,0.13493734441402558,5
100,100,0.5,0.5,9.0,0.0,5,rrollup/sum,2.4611183838821566,0.2666744469934134,5
100,100,0.5,0.5,9.0,0.0,5,zrollup/mean,1.6836075030630524,0.13544083022963535,5
100,100,0.5,0.5,9.0,0.0,5,zrollup/median,1.6805935224608035,0.1363158284139048,5
100,100,0.5,0.5,9.0,0.0,5,zrollup/sum,1.8272141131383441,0.15311851867977078,5
100,100,0.5,0.5,9.0,0.0,10,rollup/mean,1.945792566044318,0.2691889574978216,5
100,100,0.5,0.5,9.0,0.0,10,rollup/median,1.946819657986803,0.2674049016944764,5
100,100,0.5,0.5,9.0,0.0,10,rollup/sum,2.264789264652255,0.2200849736811108,5
100,100,0.5,0.5,9.0,0.0,10,rrollup/mean,1.959004356375472,0.250985489310623,5
100,100,0.5,0.5,9.0,0.0,10,rrollup/median,1.9643195862684,0.24272236219822604,5
100,100,0.5,0.5,9.0,0.0,10,rrollup/sum,2.333554526571493,0.2034744051348226,5
100,100,0.5,0.5,9.0,0.0,10,zrollup/mean,1.6675241343322498,0.14654320289939016,5
100,100,0.5,0.5,9.0,0.0,10,zrollup/median,1.6718720181282734,0.14372924854398011,5
100,100,0.5,0.5,9.0,0.0,10,zrollup/sum,1.676465281394742,0.1263036545232987,5
100,100,0.5,0.5,9.0,1.0,5,rollup/mean,1.6650831366437626,0.09492189691940775,5
100,100,0.5,0.5,9.0,1.0,5,rollup/median,1.6594699354004905,0.10033724105677082,5
100,100,0.5,0.5,9.0,1.0,5,rollup/sum,2.1915397395083067,0.2357708762709639,5
100,100,0.5,0.5,9.0,1.0,5,rrollup/mean,1.6876296979012193,0.08640389614418709,5
100,100,0.5,0.5,9.0,1.0,5,rrollup/median,1.688064989302136,0.08774457246541778,5
100,100,0.5,0.5,9.0,1.0,5,rrollup/sum,2.2863977023764637,0.3079819114734553,5
100,100,0.5,0.5,9.0,1.0,5,zrollup/mean,1.4933150566466094,0.10990076685850915,5
100,100,0.5,0.5,9.0,1.0,5,zrollup/median,1.496468805201593,0.111792421960716,5
100,100,0.5,0.5,9.0,1.0,5,zrollup/sum,1.6132958005723286,0.11873093770618158,5
100,100,0.5,0.5,9.0,1.0,10,rollup/mean,1.9716115892570591,0.35104355324080383,5
100,100,0.5,0.5,9.0,1.0,10,rollup/median,1.9797231753597369,0.357628485009132,5
100,100,0.5,0.5,9.0,1.0,10,rollup/sum,2.7276886350683136,0.4009712632923549,5
100,100,0.5,0.5,9.0,1.0,10,rrollup/mean,1.957409123251835,0.348300912494328,5
100,100,0.5,0.5,9.0,1.0,10,rrollup/median,1.968456710517301,0.3441995160642113,5
100,100,0.5,0.5,9.0,1.0,10,rrollup/sum,2.796752895248267,0.42922644986080943,5
100,100,0.5,0.5,9.0,1.0,10,zrollup/mean,1.5109471294689965,0.1326367388283672,5
100,100,0.5,0.5,9.0,1.0,10,zrollup/median,1.5128647475901453,0.13397995708919141,5
100,100,0.5,0.5,9.0,1.0,10,zrollup/sum,1.5883107106090226,0.12525177365519985,5
100,100,0.5,0.5,9.0,9.0,5,rollup/mean,1.9484749446560408,0.2079297517036207,5
100,100,0.5,0.5,9.0,9.0,5,rollup/median,1.9715065547047579,0.19902996733265196,5
100,100,0.5,0.5,9.0,9.0,5,rollup/sum,3.777551575525029,0.6074659953299018,5
100,100,0.5,0.5,9.0,9.0,5,rrollup/mean,1.9593923419859887,0.19832639834669297,5
100,100,0.5,0.5,9.0,9.0,5,rrollup/median,1.9685896898290571,0.1978782279541332,5
100,100,0.5,0.5,9.0,9.0,5,rrollup/sum,3.960804962183212,0.6833760434657796,5
100,100,0.5,0.5,9.0,9.0,5,zrollup/mean,1.6679805954690856,0.1740653132388824,5
100,100,0.5,0.5,9.0,9.0,5,zrollup/median,1.6726528537673655,0.1753343523215249,5
100,100,0.5,0.5,9.0,9.0,5,zrollup/sum,1.788940894150241,0.12658889499982925,5
100,100,0.5,0.5,9.0,9.0,10,rollup/mean,1.6758683361167985,0.19901348986789058,5
100,100,0.5,0.5,9.0,9.0,10,rollup/median,1.6938859907225747,0.19962578581331994,5
100,100,0.5,0.5,9.0,9.0,10,rollup/sum,4.338514701161591,0.7993861046264441,5
100,100,0.5,0.5,9.0,9.0,10,rrollup/mean,1.6652052541009001,0.20787422385528634,5
100,100,0.5,0.5,9.0,9.0,10,rrollup/median,1.6786455550422918,0.20615869599891104,5
100,100,0.5,0.5,9.0,9.0,10,rrollup/sum,4.671406415996293,0.9616471004043051,5
100,100,0.5,0.5,9.0,9.0,10,zrollup/mean,1.5278283274242943,0.16026243795698228,5
100,100,0.5,0.5,9.0,9.0,10,zrollup/median,1.5292482819758983,0.16101815171749023,5
100,100,0.5,0.5,9.0,9.0,10,zrollup/sum,1.5548358688735662,0.10502881206137386,5
100,250,0.0,0.0,0.0,0.0,5,rollup/mean,0.7051383899050663,0.20563949606052467,5
100,250,0.0,0.0,0.0,0.0,5,rollup/median,0.8332929395692841,0.19723449681362848,5
100,250,0.0,0.0,0.0,0.0,5,rollup/sum,1.920217739752479,0.5529854305291529,5
100,250,0.0,0.0,0.0,0.0,5,rrollup/mean,0.7051383899050663,0.2056394960605247,5
100,250,0.0,0.0,0.0,0.0,5,rrollup/median,0.8423636760862887,0.198792187346624,5
100,250,0.0,0.0,0.0,0.0,5,rrollup/sum,1.920217739752479,0.552985430529153,5
100,250,0.0,0.0,0.0,0.0,5,zrollup/mean,1.6735133865215104,0.1978153253869968,5
100,250,0.0,0.0,0.0,0.0,5,zrollup/median,1.7629088114793077,0.16863333363136998,5
100,250,0.0,0.0,0.0,0.0,5,zrollup/sum,2.4516742038842745,0.39924941412312265,5
100,250,0.0,0.0,0.0,0.0,10,rollup/mean,0.7395025531736685,0.06794958287576884,5
100,250,0.0,0.0,0.0,0.0,10,rollup/median,0.8098720876815856,0.07520469711686202,5
100,250,0.0,0.0,0.0,0.0,10,rollup/sum,2.3790460076330553,0.4473006324550376,5
100,250,0.0,0.0,0.0,0.0,10,rrollup/mean,0.7395025531736685,0.06794958287576892,5
100,250,0.0,0.0,0.0,0.0,10,rrollup/median,0.8072558094065961,0.08627220926673208,5
100,250,0.0,0.0,0.0,0.0,10,rrollup/sum,2.379046007633055,0.44730063245503765,5
100,250,0.0,0.0,0.0,0.0,10,zrollup/mean,1.5022121107088149,0.07924424591220226,5
100,250,0.0,0.0,0.0,0.0,10,zrollup/median,1.5578601501963014,0.0836230025085165,5
100,250,0.0,0.0,0.0,0.0,10,zrollup/sum,2.175709339331504,0.11095206705268956,5
100,250,0.0,0.0,0.0,1.0,5,rollup/mean,0.5384372827244157,0.07972304128746335,5
100,250,0.0,0.0,0.0,1.0,5,rollup/median,0.6260509398560761,0.056239310589765036,5
100,250,0.0,0.0,0.0,1.0,5,rollup/sum,2.4463032895857406,0.7211191829248981,5
100,250,0.0,0.0,0.0,1.0,5,rrollup/mean,0.5384372827244157,0.07972304128746331,5
100,250,0.0,0.0,0.0,1.0,5,rrollup/median,0.5866775084964048,0.07329365910242847,5
100,250,0.0,0.0,0.0,1.0,5,rrollup/sum,2.4463032895857415,0.7211191829248985,5
100,250,0.0,0.0,0.0,1.0,5,zrollup/mean,1.1633512869818747,0.04228074414801687,5
100,250,0.0,0.0,0.0,1.0,5,zrollup/median,1.1631854726375115,0.04426976260464349,5
100,250,0.0,0.0,0.0,1.0,5,zrollup/sum,1.9523301188264082,0.3792224535272002,5
100,250,0.0,0.0,0.0,1.0,10,rollup/mean,0.7516433425675444,0.1055931646804081,5
100,250,0.0,0.0,0.0,1.0,10,rollup/median,0.8565201396119242,0.09080291368767865,5
100,250,0.0,0.0,0.0,1.0,10,rollup/sum,3.1436836459775397,0.40063787934649875,5
100,250,0.0,0.0,0.0,1.0,10,rrollup/mean,0.7516433425675443,0.10559316468040811,5
100,250,0.0,0.0,0.0,1.0,10,rrollup/median,0.7940633382405633,0.10146165975272893,5
100,250,0.0,0.0,0.0,1.0,10,rrollup/sum,3.143683645977539,0.4006378793464989,5
100,250,0.0,0.0,0.0,1.0,10,zrollup/mean,1.3346571059032022,0.11087189310347777,5
100,250,0.0,0.0,0.0,1.0,10,zrollup/median,1.4225350408567683,0.0940843801050514,5
100,250,0.0,0.0,0.0,1.0,10,zrollup/sum,2.3961324257583643,0.2806537287984624,5
100,250,0.0,0.0,0.0,9.0,5,rollup/mean,0.654936645710051,0.19257386036942187,5
100,250,0.0,0.0,0.0,9.0,5,rollup/median,0.6598978804808109,0.18592960443691162,5
100,250,0.0,0.0,0.0,9.0,5,rollup/sum,1.953209138548608,0.5325787367927645,5
100,250,0.0,0.0,0.0,9.0,5,rrollup/mean,0.6549366457100511,0.19257386036942187,5
100,250,0.0,0.0,0.0,9.0,5,rrollup/median,0.6982878936042772,0.2093145442151671,5
100,250,0.0,0.0,0.0,9.0,5,rrollup/sum,1.9532091385486083,0.5325787367927644,5
100,250,0.0,0.0,0.0,9.0,5,zrollup/mean,1.2429496588100124,0.12226339995599096,5
100,250,0.0,0.0,0.0,9.0,5,zrollup/median,1.2951453541755447,0.11787282956519962,5
100,250,0.0,0.0,0.0,9.0,5,zrollup/sum,1.7618457497729572,0.22732567271195944,5
100,250,0.0,0.0,0.0,9.0,10,rollup/mean,0.7553073639136711,0.10100040579229516,5
100,250,0.0,0.0,0.0,9.0,10,rollup/median,0.9549864214800236,0.11065416237951495,5
100,250,0.0,0.0,0.0,9.0,10,rollup/sum,2.738831149175513,0.22814525495857688,5
100,250,0.0,0.0,0.0,9.0,10,rrollup/mean,0.7553073639136711,0.10100040579229513,5
100,250,0.0,0.0,0.0,9.0,10,rrollup/median,0.8414491468340014,0.14100212818152846,5
100,250,0.0,0.0,0.0,9.0,10,rrollup/sum,2.738831149175513,0.22814525495857688,5
100,250,0.0,0.0,0.0,9.0,10,zrollup/mean,1.5423683708133815,0.09193790509205123,5
100,250,0.0,0.0,0.0,9.0,10,zrollup/median,1.6052074552318314,0.10672442368532285,5
100,250,0.0,0.0,0.0,9.0,10,zrollup/sum,2.1358435726494265,0.07972035503785828,5
100,250,0.0,0.0,1.0,0.0,5,rollup/mean,0.8467112339253241,0.10814028057510823,5
100,250,0.0,0.0,1.0,0.0,5,rollup/median,0.9074013360057476,0.1033573089123594,5
100,250,0.0,0.0,1.0,0.0,5,rollup/sum,3.7076348676351136,0.6830126849591572,5
100,250,0.0,0.0,1.0,0.0,5,rrollup/mean,0.8467112339253242,0.10814028057510822,5
100,250,0.0,0.0,1.0,0.0,5,rrollup/median,0.9210824547603765,0.09288286437163935,5
100,250,0.0,0.0,1.0,0.0,5,rrollup/sum,3.7076348676351145,0.6830126849591575,5
100,250,0.0,0.0,1.0,0.0,5,zrollup/mean,1.2507418853640675,0.13537525675397324,5
100,250,0.0,0.0,1.0,0.0,5,zrollup/median,1.2477777758849047,0.13693822082387708,5
100,250,0.0,0.0,1.0,0.0,5,zrollup/sum,1.8743358705061772,0.17172848093399248,5
100,250,0.0,0.0,1.0,0.0,10,rollup/mean,0.9190832403409763,0.18782948783951262,5
100,250,0.0,0.0,1.0,0.0,10,rollup/median,1.0255145952349458,0.19713000156648378,5
100,250,0.0,0.0,1.0,0.0,10,rollup/sum,2.506039162874356,0.40098091211270526,5
100,250,0.0,0.0,1.0,0.0,10,rrollup/mean,0.9190832403409764,0.18782948783951256,5
100,250,0.0,0.0,1.0,0.0,10,rrollup/median,0.980027122062715,0.2103480183571115,5
100,250,0.0,0.0,1.0,0.0,10,rrollup/sum,2.5060391628743557,0.4009809121127053,5
100,250,0.0,0.0,1.0,0.0,10,zrollup/mean,1.242724485324634,0.12293675390200587,5
100,250,0.0,0.0,1.0,0.0,10,zrollup/median,1.2648629929572623,0.13892886877641197,5
100,250,0.0,0.0,1.0,0.0,10,zrollup/sum,1.397663208164484,0.25024845538392587,5
100,250,0.0,0.0,1.0,1.0,5,rollup/mean,0.9485207022841278,0.22259955015452867,5
100,250,0.0,0.0,1.0,1.0,5,rollup/median,1.0040899626932216,0.2503750415541586,5
100,250,0.0,0.0,1.0,1.0,5,rollup/sum,2.6859809363398783,0.7848319308708771,5
100,250,0.0,0.0,1.0,1.0,5,rrollup/mean,0.9485207022841278,0.22259955015452862,5
100,250,0.0,0.0,1.0,1.0,5,rrollup/median,1.0912412577023896,0.1905112629659486,5
100,250,0.0,0.0,1.0,1.0,5,rrollup/sum,2.6859809363398783,0.784831930870877,5
100,250,0.0,0.0,1.0,1.0,5,zrollup/mean,1.4719638934831274,0.1704983469977131,5
100,250,0.0,0.0,1.0,1.0,5,zrollup/median,1.4911655083924846,0.17007409994099074,5
100,250,0.0,0.0,1.0,1.0,5,zrollup/sum,1.4632036294281539,0.27053306342728456,5
100,250,0.0,0.0,1.0,1.0,10,rollup/mean,0.8571359450024925,0.13430843918272617,5
100,250,0.0,0.0,1.0,1.0,10,rollup/median,0.9784250280102313,0.10593517898553044,5
100,250,0.0,0.0,1.0,1.0,10,rollup/sum,2.9681178680128504,0.2058982945590084,5
100,250,0.0,0.0,1.0,1.0,10,rrollup/mean,0.8571359450024925,0.1343084391827261,5
100,250,0.0,0.0,1.0,1.0,10,rrollup/median,0.9210150405859198,0.09908888140677007,5
100,250,0.0,0.0,1.0,1.0,10,rrollup/sum,2.968117868012851,0.20589829455900846,5
100,250,0.0,0.0,1.0,1.0,10,zrollup/mean,1.2273502422193503,0.11694731300164261,5
100,250,0.0,0.0,1.0,1.0,10,zrollup/median,1.2404573250942903,0.11814082067705384,5
100,250,0.0,0.0,1.0,1.0,10,zrollup/sum,1.4798181163885005,0.16722817435553314,5
100,250,0.0,0.0,1.0,9.0,5,rollup/mean,0.8180876635598396,0.11608065206272308,5
100,250,0.0,0.0,1.0,9.0,5,rollup/median,1.0269982383376741,0.1065452196980413,5
100,250,0.0,0.0,1.0,9.0,5,rollup/sum,2.103412271885545,0.32866732947314015,5
100,250,0.0,0.0,1.0,9.0,5,rrollup/mean,0.8180876635598393,0.11608065206272306,5
100,250,0.0,0.0,1.0,9.0,5,rrollup/median,0.7965850925913671,0.10464934770121512,5
100,250,0.0,0.0,1.0,9.0,5,rrollup/sum,2.1034122718855444,0.32866732947313976,5
100,250,0.0,0.0,1.0,9.0,5,zrollup/mean,1.1441644586048716,0.08606519599702764,5
100,250,0.0,0.0,1.0,9.0,5,zrollup/median,1.123672412447976,0.09311440129456931,5
100,250,0.0,0.0,1.0,9.0,5,zrollup/sum,1.2402322506295413,0.1993216766888895,5
100,250,0.0,0.0,1.0,9.0,10,rollup/mean,0.8348700666671871,0.10621390007136029,5
100,250,0.0,0.0,1.0,9.0,10,rollup/median,0.9427163292435873,0.12249631335780854,5
100,250,0.0,0.0,1.0,9.0,10,rollup/sum,2.8207259260050677,0.5009108217898567,5
100,250,0.0,0.0,1.0,9.0,10,rrollup/mean,0.8348700666671869,0.10621390007136022,5
100,250,0.0,0.0,1.0,9.0,10,rrollup/median,0.8534689650805614,0.10894069244133366,5
100,250,0.0,0.0,1.0,9.0,10,rrollup/sum,2.8207259260050677,0.5009108217898567,5
100,250,0.0,0.0,1.0,9.0,10,zrollup/mean,1.2612944726701758,0.10962137591708805,5
